route_id,service_id,trip_id,trip_headsign,shape_id,block_id,direction_id
31-VIC,4450,11084836:10019382:10050820,Royal Oak Exch via Glanford,18743,10050820,0
4-VIC,4461,11261414:10019384:10048969,Downtown via Hillside,26927,10048969,1
58-VIC,4430,11318597:10019385:10049978,Langford Exch via Westhills,18751,10049978,0
26-VIC,4457,11322190:10019389:11184486,Dockyard via McKenzie/Tillicum,40061,11184486,1
6-VIC,4445,11036058:10019390:10050347,Downtown,18962,10050347,1
61-VIC,4455,11087584:10019392:10050220,Downtown via Colwood,40314,10050220,0
61-VIC,4450,11087584:10019392:10052332,Downtown via Colwood,40314,10052332,0
53-VIC,4461,11262570:10019393:10050962,Langford Exch via Atkins,40100,10050962,1
2-VIC,4450,11084950:10019396:10050270,James Bay - Fisherman's Wharf,19106,10050270,1
2-VIC,4455,11084950:10019396:10052317,James Bay - Fisherman's Wharf,19106,10052317,1
6A-VIC,4460,11328829:10019398:10052382,Downtown via Emily Carr,21741,10052382,1
55-VIC,4446,11041237:10019399:10051945,William Head via Happy Valley,26324,10051945,1
21-VIC,4445,11037462:10019400:11184538,Downtown - to 7 UVic,23385,11184538,1
2-VIC,4444,11032786:10019403:10049563,James Bay - Fisherman's Wharf,19106,10049563,1
4-VIC,4445,11036302:10019405:10051732,UVic via Hillside,18645,10051732,0
14-VIC,4445,11036604:10019407:11184243,Vic General via Craigflower,40195,11184243,1
58-VIC,4439,11033190:10019408:10052150,Goldstream Mdws via Westhills,40201,10052150,1
58-VIC,4444,11033190:10019408:10052158,Goldstream Mdws via Westhills,40201,10052158,1
25-VIC,4444,11032384:10019413:11183978,Tillicum Ctr via Munro,26113,11183978,1
25-VIC,4439,11032384:10019413:11184201,Tillicum Ctr via Munro,26113,11184201,1
4-VIC,3240,11314133:10019416:10051023,Downtown via Hillside,26927,10051023,1
12-VIC,4430,11317514:10019418:11183882,UVic via Kenmore,18536,11183882,0
28-VIC,4461,11260844:10019419:10049696,Downtown,36290,10049696,1
27-VIC,4455,11086402:10019422:10049340,Gordon Head via Shelbourne,26178,10049340,0
27-VIC,4450,11086402:10019422:10049921,Gordon Head via Shelbourne,26178,10049921,0
14-VIC,4460,11329234:10019423:10049084,Vic General via Craigflower,40195,10049084,1
8-VIC,4445,11035875:10019424:10052588,Oak Bay via Finlayson,26943,10052588,0
70X-VIC,4459,11315811:10019425:10796219,Express to Victoria,40070,10796219,1
24-VIC,3240,11313748:10019427:11184396,Cedar Hill via Cook North,19044,11184396,0
28-VIC,4444,11028127:10019431:10050076,Majestic via Shelbourne,26525,10050076,0
28-VIC,4439,11028127:10019431:10051817,Majestic via Shelbourne,26525,10051817,0
26-VIC,4461,11261895:10019432:11184184,Dockyard via McKenzie/Tillicum,40061,11184184,1
52-VIC,3240,11314816:10019436:11184197,Bear Mountain via Millstream,40065,11184197,1
88-VIC,4460,11329555:10019437:10051865,Airport,18544,10051865,1
32-VIC,4462,11333473:10019439:11184003,Cordova Bay,18608,11184003,0
5-VIC,4460,11328741:10019440:10051082,James Bay - Fisherman's Wharf,36285,10051082,1
60-VIC,4457,11322964:10019442:10050211,Royal Bay Exch via Lagoon,18644,10050211,1
8-VIC,4462,11332303:10019447:10049501,Oak Bay via Finlayson,26943,10049501,0
95-VIC,4459,11323674:10019450:10049445,Blink - to Downtown,18717,10049445,0
46-VIC,4455,11086074:10019453:10052016,Dockyard,39897,10052016,0
46-VIC,4450,11086074:10019453:10052656,Dockyard,39897,10052656,0
8-VIC,4444,11028356:10019456:10049280,Oak Bay via Finlayson,26940,10049280,0
8-VIC,4439,11028356:10019456:10051223,Oak Bay via Finlayson,26940,10051223,0
12-VIC,4445,11037300:10019461:11183956,University Hgts via Kenmore,18817,11183956,1
4-VIC,4462,11333139:10019464:10052204,Downtown via Hillside,26927,10052204,1
3-VIC,4461,11262494:10019465:10052140,Royal Jubilee via Quimper Loop,19489,10052140,1
59-VIC,4430,11318585:10019468:10049023,Langford Exch via Triangle Mtn,19545,10049023,0
21-VIC,4457,11322597:10019469:11184444,Interurban to Viaduct Loop,23520,11184444,0
30-VIC,4430,11319253:10019470:10048900,Royal Oak Exch via Carey,18634,10048900,0
12-VIC,4444,11045889:10019473:11184017,UVic via Kenmore,18536,11184017,0
12-VIC,4439,11045889:10019473:11184508,UVic via Kenmore,18536,11184508,0
15-VIC,4460,11329256:10019474:10051595,UVic - Fort/Foul Bay Express,19054,10051595,0
75-VIC,4430,11319224:10019475:10052118,Saanichton Exch via Keating Industrial,18912,10052118,0
8-VIC,4457,11321300:10019477:10051310,Oak Bay via Finlayson,26943,10051310,0
6-VIC,4457,11321571:10019478:10796123,Royal Oak Exch via Royal Oak Ctr,18715,10796123,0
15-VIC,4460,11329226:10019479:11184608,UVic - Fort/Foul Bay Express,19054,11184608,0
14-VIC,4460,11329321:10019481:11184417,UVic via Richmond,26515,11184417,0
72-VIC,4430,11316038:10019485:10049937,Swartz Bay Ferry via Saanichton,18512,10049937,0
2-VIC,4462,11332522:10019489:10052741,James Bay - Fisherman's Wharf,36544,10052741,1
59-VIC,4430,11318545:10019491:10049023,Royal Bay Exch via Triangle Mtn,18872,10049023,1
6-VIC,4462,11332593:10019493:10049779,Downtown,18962,10049779,1
28-VIC,4445,11035700:10019495:10052541,Majestic via Shelbourne,26525,10052541,0
27X-VIC,4430,11317303:10019496:10050020,Downtown - Shelbourne Express,21627,10050020,0
95-VIC,3240,11313388:10019497:10051190,Blink - to Langford,18836,10051190,1
52-VIC,4445,11037514:10019498:10051417,Bear Mountain via Millstream,40065,10051417,1
57-VIC,4430,11318650:10019499:10052594,Thetis Heights via McCallum,22957,10052594,0
72-VIC,4450,11087543:10019500:10049997,Downtown via Saanichton,18716,10049997,1
72-VIC,4455,11087543:10019500:10051936,Downtown via Saanichton,18716,10051936,1
81-VIC,4459,11324886:10019502:10051220,Swartz Bay Ferry via Lochside,26008,10051220,0
14-VIC,3240,11314275:10019505:10051090,UVic via Richmond,26515,10051090,0
26-VIC,4455,11087916:10019506:11183970,Dockyard via McKenzie/Tillicum,40061,11183970,1
26-VIC,4450,11087916:10019506:11184030,Dockyard via McKenzie/Tillicum,40061,11184030,1
81-VIC,4444,11027584:10019507:10051377,Saanichton Exch via Lochside,19256,10051377,1
81-VIC,4439,11027584:10019507:10051866,Saanichton Exch via Lochside,19256,10051866,1
75-VIC,4439,11032632:10019508:10050493,Saanichton Exch via Keating Industrial,18742,10050493,0
75-VIC,4444,11032632:10019508:10050933,Saanichton Exch via Keating Industrial,18742,10050933,0
4-VIC,4460,11329125:10019509:10049298,UVic via Hillside,18645,10049298,0
22-VIC,4457,11322424:10019510:10052003,Vic General via Hastings,36320,10052003,0
26-VIC,4457,11322261:10019514:10050418,UVic via Tillicum/McKenzie,31720,10050418,0
72-VIC,4450,11087507:10019515:10049997,Downtown via Saanichton,18716,10049997,1
72-VIC,4455,11087507:10019515:10051936,Downtown via Saanichton,18716,10051936,1
75-VIC,4459,11324275:10019516:10050517,Saanichton Exch via Keating Industrial,18912,10050517,0
22-VIC,4461,11262208:10019519:10049159,Hillside Ctr via Hastings,19096,10049159,1
6-VIC,4446,11039558:10019520:10051421,Downtown,18962,10051421,1
27-VIC,3240,11313573:10019524:10049479,Gordon Head via Shelbourne,26178,10049479,0
25-VIC,4457,11321435:10019528:10049021,Maplewood via Cook North,34583,10049021,0
14-VIC,4460,11329351:10019532:10051219,Vic General via Craigflower,40195,10051219,1
88-VIC,4430,11318293:10019537:10052785,Airport,18544,10052785,1
14-VIC,4462,11332963:10019538:10050436,Vic General via Craigflower,40195,10050436,1
21-VIC,4462,11333685:10019539:11183902,Downtown - to 7 UVic,23385,11183902,1
32-VIC,4445,11037248:10019540:11184345,Cordova Bay,18608,11184345,0
21-VIC,4439,11028475:10019545:11183745,Downtown - to 7 UVic,23429,11183745,1
21-VIC,4444,11028475:10019545:11184696,Downtown - to 7 UVic,23429,11184696,1
32-VIC,3240,11314701:10019546:11184687,Cordova Bay,18608,11184687,0
27-VIC,4439,11028272:10019547:10050316,Downtown,36309,10050316,1
27-VIC,4444,11028272:10019547:10050827,Downtown,36309,10050827,1
25-VIC,4457,11321431:10019550:10050275,Maplewood via Cook North,34583,10050275,0
2-VIC,4461,11261038:10019551:10049710,James Bay - Fisherman's Wharf,36544,10049710,1
2-VIC,4445,11035915:10019553:11184071,James Bay - Fisherman's Wharf,36544,11184071,1
3-VIC,4457,11322787:10019554:10050001,James Bay via Linden,21650,10050001,0
6-VIC,4439,11064766:10019556:10050273,Royal Oak Exch via Royal Oak Ctr,18715,10050273,0
6-VIC,4444,11064766:10019556:10052659,Royal Oak Exch via Royal Oak Ctr,18715,10052659,0
59-VIC,4445,11038657:10019558:10052632,Royal Bay Exch via Triangle Mtn,18872,10052632,1
4-VIC,4461,11261422:10019561:10050404,Downtown via Hillside,26927,10050404,1
49-VIC,4457,11322852:10019562:10052131,Langford Exch via Florence Lake,36543,10052131,1
7N-VIC,4462,11333681:10019564:11184457,Downtown - to 21 Interurban,21550,11184457,0
26-VIC,4455,11087908:10019565:10051451,UVic via Tillicum/McKenzie,31720,10051451,0
26-VIC,4450,11087908:10019565:10051835,UVic via Tillicum/McKenzie,31720,10051835,0
26-VIC,4459,11324750:10019566:10051425,UVic via Tillicum/McKenzie,31720,10051425,0
61-VIC,4461,11260755:10019567:11183997,Langford - Jacklin/Station,19160,11183997,0
8-VIC,4450,11086440:10019569:10050168,Oak Bay via Finlayson,26940,10050168,0
8-VIC,4455,11086440:10019569:10052838,Oak Bay via Finlayson,26940,10052838,0
43-VIC,4430,11318186:10019570:10048845,Belmont Park - Royal Roads,18623,10048845,0
12-VIC,4439,11045886:10019571:10049440,UVic via Kenmore,18536,10049440,0
12-VIC,4444,11045886:10019571:10050852,UVic via Kenmore,18536,10050852,0
21N-VIC,4457,11322684:10019572:11184074,Night Rte to Camosun via Straw Vale,23396,11184074,0
22-VIC,4461,11262307:10019573:10050678,Vic General via Hastings,36320,10050678,0
14-VIC,4445,11036635:10019575:10052744,UVic via Richmond,26515,10052744,0
22-VIC,4445,11037441:10019577:11184155,to Downtown only,36467,11184155,0
15-VIC,4430,11316348:10019579:10051372,Esquimalt - Fort/Yates Express,23403,10051372,1
32-VIC,4439,11032448:10019586:10049499,Royal Oak Exch,18626,10049499,1
32-VIC,4444,11032448:10019586:10049901,Royal Oak Exch,18626,10049901,1
60-VIC,4457,11322989:10019587:10052131,Royal Bay Exch via Lagoon,18644,10052131,1
39-VIC,4462,11333540:10019593:11184455,to Royal Oak Exch only,18868,11184455,1
10-VIC,4462,11333407:10019595:10050559,James Bay via Vic West,18701,10050559,1
26-VIC,4459,11324788:10019596:11183754,UVic via Tillicum/McKenzie,31720,11183754,0
88-VIC,4460,11329572:10019601:10049804,Airport,18544,10049804,1
39-VIC,4457,11322725:10019602:11184300,UVic via Royal Oak,19305,11184300,0
4-VIC,4460,11329142:10019603:10051693,UVic via Hillside,18645,10051693,0
60-VIC,4457,11323004:10019607:10049161,Langford Exch via Lagoon,19362,10049161,0
4-VIC,4462,11332890:10019610:10051003,UVic via Hillside,18645,10051003,0
88-VIC,4460,11329596:10019611:10050842,Sidney,19277,10050842,0
51-VIC,4430,11316571:10019615:10049943,Langford - McKenzie Express,39920,10049943,1
26-VIC,4450,11088019:10019618:10051858,Dockyard via McKenzie/Tillicum,40061,10051858,1
26-VIC,4455,11088019:10019618:10052778,Dockyard via McKenzie/Tillicum,40061,10052778,1
6-VIC,4460,11328934:10019620:11184554,Royal Oak Exch via Royal Oak Ctr,18715,11184554,0
28-VIC,4461,11260805:10019621:11183744,Downtown,36290,11183744,1
27-VIC,4439,11028112:10019625:10049747,Downtown,36309,10049747,1
27-VIC,4444,11028112:10019625:10050934,Downtown,36309,10050934,1
6-VIC,4430,11319656:10019626:10051052,Royal Oak Exch via Royal Oak Ctr,18715,10051052,0
88-VIC,4430,11318204:10019627:10050565,Airport,18544,10050565,1
21-VIC,4462,11333545:10019628:11184710,Downtown - to 7 UVic,23385,11184710,1
81-VIC,4445,11036967:10019629:10049199,Swartz Bay Ferry via Lochside,26008,10049199,0
7N-VIC,4445,11037502:10019630:11184655,Downtown - to 21 Interurban,21550,11184655,0
6-VIC,4445,11036184:10019635:10050566,Royal Oak Exch via Royal Oak Ctr,18715,10050566,0
60-VIC,3240,11314986:10019639:10050900,Langford Exch via Lagoon,19362,10050900,0
57-VIC,4446,11041231:10019640:10052752,Langford Exch via McCallum,40271,10052752,1
22-VIC,4459,11325078:10019643:10051355,Vic General via Hastings,36320,10051355,0
26-VIC,4462,11333247:10019646:11184390,Dockyard via McKenzie/Tillicum,40061,11184390,1
14-VIC,4461,11261722:10019647:10051539,UVic via Richmond,26515,10051539,0
3-VIC,4462,11333392:10019648:10049226,James Bay,21723,10049226,0
39-VIC,4457,11322575:10019649:11184685,to Royal Oak Exch only,18868,11184685,1
57-VIC,4446,11041240:10019650:10051332,Thetis Heights via McCallum,22957,10051332,0
14-VIC,4455,11088784:10019651:10050146,Vic General via Craigflower,40195,10050146,1
14-VIC,4450,11088784:10019651:10051727,Vic General via Craigflower,40195,10051727,1
10-VIC,4461,11262492:10019656:10049067,Royal Jubilee via Vic West,18521,10049067,0
6A-VIC,4439,11064808:10019658:10049543,Downtown via Emily Carr,21741,10049543,1
6A-VIC,4444,11064808:10019658:10052420,Downtown via Emily Carr,21741,10052420,1
54-VIC,3240,11315009:10019659:10051837,William Head via Metchosin,39894,10051837,1
28-VIC,4450,11086282:10019665:10049792,Downtown,36290,10049792,1
28-VIC,4455,11086282:10019665:10050909,Downtown,36290,10050909,1
25-VIC,4430,11319001:10019667:10052903,Maplewood via Cook North,34583,10052903,0
88-VIC,4445,11037023:10019668:10051793,Airport,18544,10051793,1
4-VIC,4457,11321723:10019669:11183895,UVic via Hillside,18645,11183895,0
14-VIC,4462,11333001:10019672:10049579,UVic via Richmond,26515,10049579,0
46-VIC,4430,11318773:10019674:11026076,Westhills Exch,40385,11026076,1
52-VIC,3240,11314845:10019675:10052238,Colwood Exch via Royal Bay,26436,10052238,0
52-VIC,4461,11262199:10019677:10049111,Colwood Exch via Royal Bay,26436,10049111,0
6-VIC,4462,11332662:10019681:10051530,Royal Oak Exch via Royal Oak Ctr,18715,10051530,0
26-VIC,4430,11316362:10019684:10050323,UVic via Tillicum/McKenzie,31720,10050323,0
26-VIC,4444,11001577:10019686:10049431,Dockyard via McKenzie/Tillicum,40061,10049431,1
26-VIC,4439,11001577:10019686:10051557,Dockyard via McKenzie/Tillicum,40061,10051557,1
15-VIC,4450,11087876:10019687:10049042,Esquimalt - Fort/Yates Express,23403,10049042,1
15-VIC,4455,11087876:10019687:10051150,Esquimalt - Fort/Yates Express,23403,10051150,1
70-VIC,4450,11087515:10019692:10049895,Downtown via Hwy 17,36539,10049895,1
70-VIC,4455,11087515:10019692:10051094,Downtown via Hwy 17,36539,10051094,1
72-VIC,4444,11001144:10019695:10049038,Swartz Bay Ferry via Saanichton,18512,10049038,0
72-VIC,4439,11001144:10019695:10050153,Swartz Bay Ferry via Saanichton,18512,10050153,0
14-VIC,4450,11088838:10019699:10050024,UVic via Richmond,26515,10050024,0
14-VIC,4455,11088838:10019699:10051424,UVic via Richmond,26515,10051424,0
4-VIC,4445,11036225:10019702:11184072,Downtown via Hillside,26927,11184072,1
15-VIC,4444,11001500:10019703:10049431,UVic - Fort/Foul Bay Express,19054,10049431,0
3-VIC,4457,11322822:10019704:10051354,James Bay via Quimper Loop,21590,10051354,0
4-VIC,4446,11039644:10019708:10048906,Downtown via Hillside,26927,10048906,1
5-VIC,4445,11035934:10019709:10050459,James Bay - Fisherman's Wharf,36285,10050459,1
88-VIC,4457,11322390:10019711:10051754,Airport,18544,10051754,1
15-VIC,4461,11261868:10019713:10050882,UVic - Fort/Foul Bay Express,19054,10050882,0
5-VIC,3240,11313657:10019715:10795772,James Bay - Fisherman's Wharf,36285,10795772,1
88-VIC,4445,11036989:10019717:10050885,Sidney,19277,10050885,0
21-VIC,4457,11322757:10019718:11184074,Downtown - to 7 UVic,23385,11184074,1
30-VIC,4457,11321845:10019720:10049594,Royal Oak Exch via Carey,18634,10049594,0
30-VIC,4462,11332808:10019721:10051530,Royal Oak Exch via Carey,18634,10051530,0
61-VIC,4457,11321062:10019725:10050502,Sooke,39808,10050502,1
22-VIC,4459,11325178:10019727:11184615,Vic General via Hastings,36320,11184615,0
15-VIC,4461,11261834:10019729:10050404,UVic - Fort/Foul Bay Express,19054,10050404,0
8-VIC,3240,11313510:10019730:10049156,Tillicum Ctr via Finlayson,26916,10049156,1
21-VIC,4457,11322543:10019732:11183985,Interurban to Camosun only,23380,11183985,0
2-VIC,4457,11321361:10019733:10052809,South Oak Bay,23427,10052809,0
95-VIC,4430,11316705:10019734:10049128,Blink - to Langford,18836,10049128,1
31-VIC,4450,11084801:10019735:10049464,Downtown,18859,10049464,1
31-VIC,4455,11084801:10019735:10050859,Downtown,18859,10050859,1
6-VIC,4455,11085213:10019736:10049934,Downtown,18962,10049934,1
6-VIC,4450,11085213:10019736:10050958,Downtown,18962,10050958,1
75-VIC,4457,11321781:10019737:10050043,Downtown - Keating Industrial,18820,10050043,1
28-VIC,4459,11323907:10019739:10051140,Majestic via Shelbourne,26525,10051140,0
28-VIC,4430,11317279:10019740:10052411,Majestic via Shelbourne,26525,10052411,0
72-VIC,4462,11332100:10019741:10795792,Downtown via Saanichton,18716,10795792,1
15-VIC,4450,11088115:10019744:10049305,UVic - Fort/Foul Bay Express,19054,10049305,0
15-VIC,4455,11088115:10019744:10049765,UVic - Fort/Foul Bay Express,19054,10049765,0
95-VIC,4460,11328521:10019745:10052293,Blink - to Downtown,18717,10052293,0
95-VIC,3240,11313335:10019746:10051855,Blink - to Downtown,18717,10051855,0
95-VIC,4457,11320877:10019747:10052809,Blink - to Downtown,18717,10052809,0
26-VIC,4439,11001511:10019750:10050676,Dockyard via McKenzie/Tillicum,40061,10050676,1
26-VIC,4444,11001511:10019750:10050862,Dockyard via McKenzie/Tillicum,40061,10050862,1
27-VIC,4460,11328667:10019751:10050484,Gordon Head via Shelbourne,26178,10050484,0
58-VIC,4460,11330036:10019752:10050193,Goldstream Mdws via Westhills,40201,10050193,1
26-VIC,4445,11036786:10019753:11026364,Dockyard via McKenzie/Tillicum,40061,11026364,1
28-VIC,4462,11332458:10019755:10050098,Majestic via Shelbourne,26525,10050098,0
15-VIC,4459,11324522:10019756:11184200,UVic - Fort/Foul Bay Express,19054,11184200,0
21-VIC,4445,11037204:10019758:11184701,Interurban to Camosun only,23380,11184701,0
26-VIC,4446,11039860:10019759:11184667,UVic via Tillicum/McKenzie,31720,11184667,0
6-VIC,4457,11321637:10019760:10051430,Downtown,18962,10051430,1
83-VIC,4439,11027576:10019761:10049459,Royal Oak Exch via West Saanich,23414,10049459,1
83-VIC,4444,11027576:10019761:10052559,Royal Oak Exch via West Saanich,23414,10052559,1
6-VIC,4461,11261193:10019762:10051363,Downtown,18962,10051363,1
72-VIC,4462,11332060:10019764:10796157,Downtown via Saanichton,18716,10796157,1
81-VIC,3240,11314530:10019765:10052096,Brentwood via Lochside,26378,10052096,1
6-VIC,4457,11321496:10019766:10050668,Downtown,18962,10050668,1
75-VIC,4460,11329023:10019769:10051458,Downtown - Keating Industrial,18820,10051458,1
31-VIC,4461,11261550:10019771:10796309,Downtown,18859,10796309,1
28-VIC,4460,11328625:10019772:10050484,Majestic via Shelbourne,26525,10050484,0
95-VIC,4461,11260622:10019775:10050019,Blink - to Downtown,18717,10050019,0
28-VIC,4430,11317104:10019776:10052695,Majestic via Shelbourne,26525,10052695,0
57-VIC,4450,11085957:10019777:10048963,Langford Exch via McCallum,40271,10048963,1
57-VIC,4455,11085957:10019777:10052207,Langford Exch via McCallum,40271,10052207,1
30-VIC,4459,11324307:10019778:11184566,Downtown,18838,11184566,1
26-VIC,4457,11322200:10019780:11184131,Dockyard via McKenzie/Tillicum,40061,11184131,1
4-VIC,4445,11036218:10019781:11184243,UVic via Hillside,18645,11184243,0
95-VIC,4450,11088256:10019782:10051420,Blink - to Downtown,18717,10051420,0
95-VIC,4455,11088256:10019782:10052699,Blink - to Downtown,18717,10052699,0
72-VIC,4445,11035363:10019783:10796003,Swartz Bay Ferry via Saanichton,18512,10796003,0
75-VIC,4445,11036406:10019784:10050579,Saanichton Exch via Keating Industrial,18912,10050579,0
85-VIC,4462,11333325:10019785:10052496,North Saanich,19285,10052496,0
12-VIC,4457,11322530:10019786:11183985,University Hgts via Kenmore,18817,11183985,1
22-VIC,4450,11086901:10019790:11025810,Hillside Ctr via Hastings,18695,11025810,1
22-VIC,4455,11086901:10019790:11026064,Hillside Ctr via Hastings,18695,11026064,1
26-VIC,4462,11333185:10019791:11183925,Dockyard via McKenzie/Tillicum,40061,11183925,1
70X-VIC,4444,11331159:10019792:10051802,Express to Victoria,37822,10051802,1
75-VIC,4461,11261614:10019794:10049115,Saanichton Exch via Keating Industrial,18912,10049115,0
27-VIC,4439,11028183:10019798:10050819,to McKenzie only,36411,10050819,1
27-VIC,4444,11028183:10019798:10052446,to McKenzie only,36411,10052446,1
6-VIC,4445,11036057:10019799:10050347,Downtown,18962,10050347,1
21-VIC,4430,11317446:10019800:11184549,Downtown - to 7 UVic,23429,11184549,1
75-VIC,4430,11319080:10019801:10049248,Saanichton Exch via Keating Industrial,18912,10049248,0
15-VIC,4462,11333114:10019802:10052889,Esquimalt - Fort/Yates Express,23403,10052889,1
26-VIC,4430,11316401:10019805:10051507,UVic via Tillicum/McKenzie,31720,10051507,0
28-VIC,4430,11317212:10019806:10052913,Majestic via Shelbourne,26525,10052913,0
10-VIC,4445,11037573:10019808:10051851,Royal Jubilee via Vic West,18521,10051851,0
28-VIC,4445,11035800:10019809:10052691,Downtown,36290,10052691,1
14-VIC,4459,11324669:10019812:10051019,UVic via Richmond,26515,10051019,0
10-VIC,4450,11085666:10019815:10049054,Royal Jubilee via Vic West,18674,10049054,0
10-VIC,4455,11085666:10019815:10050387,Royal Jubilee via Vic West,18674,10050387,0
2-VIC,4462,11332517:10019819:10052741,James Bay - Fisherman's Wharf,36544,10052741,1
28-VIC,4445,11035741:10019820:10050437,Downtown,36290,10050437,1
14-VIC,4430,11318070:10019822:10049978,Vic General via Craigflower,40195,10049978,1
8-VIC,4444,11028381:10019825:10049485,Interurban via Finlayson,26945,10049485,1
8-VIC,4439,11028381:10019825:10050869,Interurban via Finlayson,26945,10050869,1
4-VIC,4455,11087839:10019826:11183970,UVic via Hillside,18645,11183970,0
27-VIC,4430,11317180:10019827:10050020,Gordon Head via Shelbourne,19120,10050020,0
4-VIC,4446,11039622:10019828:10051992,Downtown via Hillside,26927,10051992,1
30-VIC,4461,11261591:10019829:10052210,Royal Oak Exch via Carey,18634,10052210,0
5-VIC,4430,11319354:10019831:10051181,James Bay - Fisherman's Wharf,36285,10051181,1
53-VIC,4457,11322861:10019832:10052850,Vic General via Atkins,39974,10052850,0
95-VIC,3240,11313320:10019835:10051540,Blink - to Langford,18836,10051540,1
4-VIC,4459,11324439:10019836:10049262,UVic via Hillside,18645,10049262,0
72-VIC,4444,11001185:10019837:10049038,Swartz Bay Ferry via Saanichton,18512,10049038,0
72-VIC,4439,11001185:10019837:10050153,Swartz Bay Ferry via Saanichton,18512,10050153,0
4-VIC,3240,11314091:10019838:11184393,UVic via Hillside,18645,11184393,0
6A-VIC,4457,11321609:10019848:10051706,Royal Oak Exch via Emily Carr,21583,10051706,0
70-VIC,4457,11320873:10019849:10796171,Swartz Bay Ferry via Hwy 17,40393,10796171,0
31-VIC,4444,11032526:10019851:11184059,Royal Oak Exch via Glanford,18743,11184059,0
31-VIC,4439,11032526:10019851:11184463,Royal Oak Exch via Glanford,18743,11184463,0
21-VIC,4450,11086521:10019852:11183864,Interurban to Camosun only,23380,11183864,0
21-VIC,4455,11086521:10019852:11184669,Interurban to Camosun only,23380,11184669,0
6-VIC,4460,11328831:10019853:10051458,Downtown,18962,10051458,1
5-VIC,4457,11321378:10019855:10049517,Willows,23383,10049517,0
26-VIC,4461,11261958:10019858:11184582,Dockyard via McKenzie/Tillicum,40061,11184582,1
4-VIC,4446,11039588:10019862:10048906,UVic via Hillside,18645,10048906,0
87-VIC,4430,11318255:10019867:10050565,Sidney,19432,10050565,0
27-VIC,4450,11086306:10019870:10050447,Downtown,36309,10050447,1
27-VIC,4455,11086306:10019870:10051490,Downtown,36309,10051490,1
27-VIC,4460,11328583:10019871:10050484,Downtown,36309,10050484,1
32-VIC,4444,11032424:10019878:10050508,Cordova Bay,18608,10050508,0
32-VIC,4439,11032424:10019878:10052030,Cordova Bay,18608,10052030,0
52-VIC,4459,11325142:10019880:10052796,Colwood Exch via Royal Bay,26436,10052796,0
26-VIC,4430,11316513:10019881:11184016,UVic via Tillicum/McKenzie,31720,11184016,0
7N-VIC,4455,11086626:10019884:11183901,UVic via Cook St Village,21703,11183901,1
7N-VIC,4450,11086626:10019884:11184038,UVic via Cook St Village,21703,11184038,1
2-VIC,4445,11035890:10019885:10050459,James Bay - Fisherman's Wharf,36544,10050459,1
3-VIC,4457,11322772:10019886:10052116,Royal Jubilee via Quimper Loop,19489,10052116,1
28-VIC,4450,11086318:10019887:10049792,Majestic via Shelbourne,26525,10049792,0
28-VIC,4455,11086318:10019887:10050909,Majestic via Shelbourne,26525,10050909,0
4-VIC,4445,11036321:10019889:10050512,UVic via Hillside,18645,10050512,0
4-VIC,3240,11314101:10019893:10050708,UVic via Hillside,18645,10050708,0
21-VIC,4450,11086800:10019895:11183958,Interurban to Viaduct Loop,23520,11183958,0
21-VIC,4455,11086800:10019895:11184169,Interurban to Viaduct Loop,23520,11184169,0
49-VIC,4430,11318760:10019897:10051594,Langford Exch via Florence Lake,36543,10051594,1
61-VIC,4461,11260749:10019898:10050535,Langford Exch,19003,10050535,0
6-VIC,4457,11321533:10019900:10050668,Royal Oak Exch via Royal Oak Ctr,18715,10050668,0
5-VIC,4459,11324051:10019904:10051978,Willows,23383,10051978,0
72-VIC,4450,11087518:10019905:10048935,Swartz Bay Ferry via Saanichton,18512,10048935,0
72-VIC,4455,11087518:10019905:10050092,Swartz Bay Ferry via Saanichton,18512,10050092,0
10-VIC,4457,11322804:10019907:10052154,James Bay via Vic West,18701,10052154,1
10-VIC,4455,11085715:10019908:10050837,Royal Jubilee via Vic West,18521,10050837,0
10-VIC,4450,11085715:10019908:10051426,Royal Jubilee via Vic West,18521,10051426,0
22-VIC,4430,11317788:10019911:11026160,Hillside Ctr via Hastings,19096,11026160,1
49-VIC,4430,11318757:10019913:11025939,Langford Exch via Florence Lake,36543,11025939,1
27-VIC,4430,11317192:10019915:10049825,Downtown,36309,10049825,1
5-VIC,4450,11084993:10019917:10050700,James Bay - Fisherman's Wharf,36285,10050700,1
5-VIC,4455,11084993:10019917:10050707,James Bay - Fisherman's Wharf,36285,10050707,1
27-VIC,4446,11039101:10019918:10052076,Gordon Head via Shelbourne,26178,10052076,0
26-VIC,4461,11261906:10019919:11184503,UVic via Tillicum/McKenzie,31720,11184503,0
26-VIC,4461,11261893:10019920:11184503,UVic via Tillicum/McKenzie,31720,11184503,0
83-VIC,4457,11322370:10019922:10052343,Sidney via West Saanich,19128,10052343,0
52-VIC,4455,11085620:10019927:10050648,Colwood Exch via Royal Bay,26436,10050648,0
52-VIC,4450,11085620:10019927:10051834,Colwood Exch via Royal Bay,26436,10051834,0
2-VIC,3240,11313717:10019928:10052380,South Oak Bay,23427,10052380,0
64-VIC,4430,11318505:10019931:10052673,Sooke via East Sooke,26434,10052673,1
21-VIC,4430,11317471:10019932:11184695,Interurban to VI Tech Park,18452,11184695,0
31-VIC,4462,11332774:10019933:10051087,Royal Oak Exch via Glanford,18743,10051087,0
