route_id,service_id,trip_id,trip_headsign,shape_id,block_id,direction_id
7N-VIC,4459,11325276:10007956:11184609,UVic via Cook St Village,21703,11184609,1
3-VIC,4461,11262527:10007959:10050292,Royal Jubilee,19664,10050292,1
14-VIC,4455,11088760:10007960:10049720,Vic General via Craigflower,40195,10049720,1
14-VIC,4450,11088760:10007960:10051272,Vic General via Craigflower,40195,10051272,1
3-VIC,4445,11037536:10007962:10052473,James Bay via Quimper Loop,21590,10052473,0
21N-VIC,4457,11322758:10007963:10052735,Night Rte to Camosun via Straw Vale,23396,10052735,0
26-VIC,4460,11329483:10007965:10051697,Dockyard via McKenzie/Tillicum,40061,10051697,1
27-VIC,4461,11260837:10007967:10052272,Downtown,36309,10052272,1
6-VIC,4445,11036097:10007969:10051638,Downtown,18962,10051638,1
4-VIC,4461,11261873:10007972:11183954,Downtown via Hillside,26927,11183954,1
2-VIC,4462,11332536:10007980:10052741,James Bay - Fisherman's Wharf,36544,10052741,1
24-VIC,4430,11318966:10007981:11184065,Cedar Hill via Cook North,19044,11184065,0
31-VIC,4461,11261549:10007984:11183791,Royal Oak Exch via Glanford,18743,11183791,0
15-VIC,4439,11001751:10007985:11184045,UVic - Fort/Foul Bay Express,19054,11184045,0
15-VIC,4444,11001751:10007985:11184624,UVic - Fort/Foul Bay Express,19054,11184624,0
5-VIC,4462,11332514:10007987:10052741,Willows,23383,10052741,0
75-VIC,4430,11319151:10007994:10050097,Saanichton Exch via Keating Industrial,18912,10050097,0
46-VIC,4455,11086062:10007997:10052016,Westhills Exch,40385,10052016,1
46-VIC,4450,11086062:10007997:10052656,Westhills Exch,40385,10052656,1
6A-VIC,4455,11085355:10007998:10049428,Royal Oak Exch via Emily Carr,21583,10049428,0
6A-VIC,4450,11085355:10007998:10052226,Royal Oak Exch via Emily Carr,21583,10052226,0
15-VIC,4460,11329221:10007999:10049298,Esquimalt - Fort/Yates Express,23403,10049298,1
10-VIC,4446,11040276:10008004:10052557,James Bay via Vic West,18701,10052557,1
8-VIC,4430,11317334:10008007:10051949,Oak Bay via Finlayson,26940,10051949,0
59-VIC,4439,11033150:10008009:10049371,Langford Exch via Triangle Mtn,19545,10049371,0
59-VIC,4444,11033150:10008009:10051722,Langford Exch via Triangle Mtn,19545,10051722,0
95-VIC,4439,11002068:10008012:10051629,Blink - to Langford,18836,10051629,1
95-VIC,4444,11002068:10008012:10052653,Blink - to Langford,18836,10052653,1
6-VIC,4450,11085191:10008014:10049702,Downtown,18962,10049702,1
6-VIC,4455,11085191:10008014:10051947,Downtown,18962,10051947,1
14-VIC,4450,11088778:10008015:10051440,Vic General via Craigflower,40195,10051440,1
14-VIC,4455,11088778:10008015:10051589,Vic General via Craigflower,40195,10051589,1
39-VIC,4457,11322718:10008017:11184663,to Royal Oak Exch only,18868,11184663,1
61-VIC,4460,11328506:10008019:10049429,Langford Exch,19003,10049429,0
4-VIC,4444,11001382:10008020:10048856,Downtown via Hillside,26927,10048856,1
4-VIC,4439,11001382:10008020:10050363,Downtown via Hillside,26927,10050363,1
28-VIC,4462,11332406:10008023:11183889,Majestic via Shelbourne,26525,11183889,0
31-VIC,4457,11321768:10008025:10050069,Downtown,18859,10050069,1
58-VIC,4439,11033204:10008026:10052150,Goldstream Mdws via Westhills,40201,10052150,1
58-VIC,4444,11033204:10008026:10052158,Goldstream Mdws via Westhills,40201,10052158,1
75-VIC,4461,11261480:10008029:10048881,Saanichton Exch via Keating Industrial,18912,10048881,0
22-VIC,4457,11322579:10008032:10051841,Hillside Ctr via Hastings,19096,10051841,1
7N-VIC,4430,11317501:10008035:11184226,UVic via Cook St Village,21703,11184226,1
15-VIC,4457,11322136:10008036:11183905,UVic - Fort/Foul Bay Express,19054,11183905,0
6-VIC,4457,11321553:10008039:10050668,Royal Oak Exch via Royal Oak Ctr,18715,10050668,0
4-VIC,4462,11332887:10008041:10049732,UVic via Hillside,18645,10049732,0
95-VIC,4445,11035520:10008042:10051768,Blink - to Downtown,18717,10051768,0
52-VIC,4430,11318297:10008043:10052441,to Royal Bay Exch only,40214,10052441,1
59-VIC,4439,11033102:10008046:11026060,Royal Bay Exch via Triangle Mtn,18872,11026060,1
59-VIC,4444,11033102:10008046:11026164,Royal Bay Exch via Triangle Mtn,18872,11026164,1
52-VIC,4459,11325241:10008048:10050950,Bear Mountain via Millstream,40065,10050950,1
70-VIC,4446,11038750:10008050:10048911,Swartz Bay Ferry via Hwy 17,40393,10048911,0
6-VIC,4445,11036083:10008053:10049656,Royal Oak Exch via Royal Oak Ctr,18715,10049656,0
39-VIC,4430,11317508:10008054:10050190,UVic via Royal Oak,40375,10050190,0
22-VIC,4459,11325130:10008056:11184615,Hillside Ctr via Hastings,19096,11184615,1
81-VIC,4455,11085481:10008057:10050395,Brentwood via Lochside,26378,10050395,1
81-VIC,4450,11085481:10008057:10051259,Brentwood via Lochside,26378,10051259,1
30-VIC,4445,11036494:10008059:10049656,Downtown,18838,10049656,1
57-VIC,4460,11330096:10008060:11026272,Langford Exch via McCallum,40271,11026272,1
5-VIC,4446,11039206:10008061:10051217,James Bay - Fisherman's Wharf,36285,10051217,1
61-VIC,4461,11260773:10008062:11184618,Sooke,39808,11184618,1
4-VIC,4461,11261395:10008064:11183780,UVic via Hillside,18645,11183780,0
8-VIC,4430,11317348:10008065:10052359,Interurban via Finlayson,26945,10052359,1
55-VIC,4444,11033259:10008069:10049401,Langford Exch via Happy Valley,26068,10049401,0
55-VIC,4439,11033259:10008069:10050550,Langford Exch via Happy Valley,26068,10050550,0
35-VIC,4455,11085459:10008082:11184186,Ridge,18492,11184186,0
35-VIC,4450,11085459:10008082:11184364,Ridge,18492,11184364,0
15-VIC,4430,11316347:10008083:10049805,Esquimalt - Fort/Yates Express,23403,10049805,1
52-VIC,4459,11325030:10008085:10050182,Bear Mountain via Millstream,40065,10050182,1
28-VIC,4445,11035679:10008087:10052691,Majestic via Shelbourne,26525,10052691,0
15-VIC,4459,11324612:10008088:10052716,Esquimalt - Fort/Yates Express,23403,10052716,1
31-VIC,4457,11321801:10008091:10052450,Royal Oak Exch via Glanford,18743,10052450,0
95-VIC,4460,11328369:10008092:10049457,Blink - to Langford,18836,10049457,1
49-VIC,4455,11086043:10008096:11026165,Langford Exch via Florence Lake,36543,11026165,1
49-VIC,4450,11086043:10008096:11026368,Langford Exch via Florence Lake,36543,11026368,1
12-VIC,4430,11317568:10008097:10049880,UVic via Kenmore,18536,10049880,0
3-VIC,4457,11322831:10008100:10052154,Royal Jubilee,19664,10052154,1
2-VIC,4462,11332510:10008101:11184447,to Downtown only,18991,11184447,0
6-VIC,4430,11319718:10008102:10049707,Downtown,18962,10049707,1
28-VIC,4457,11321157:10008105:10050327,Majestic via Shelbourne,26525,10050327,0
21-VIC,4439,11041343:10008108:11183813,Downtown - to 7 UVic,23429,11183813,1
21-VIC,4444,11041343:10008108:11184054,Downtown - to 7 UVic,23429,11184054,1
21-VIC,3240,11314658:10008110:11183950,Downtown - to 7 UVic,23385,11183950,1
30-VIC,4444,11032585:10008112:10795803,Royal Oak Exch via Carey,18634,10795803,0
30-VIC,4439,11032585:10008112:10796026,Royal Oak Exch via Carey,18634,10796026,0
12-VIC,4446,11040308:10008114:11184560,UVic via Kenmore,18536,11184560,0
31-VIC,4462,11332751:10008116:10051530,Downtown,18859,10051530,1
60-VIC,4460,11329973:10008117:10050193,Langford Exch via Lagoon,19362,10050193,0
57-VIC,4461,11262612:10008120:10051787,Langford Exch via McCallum,40271,10051787,1
26-VIC,4430,11316443:10008121:10050323,UVic via Tillicum/McKenzie,31720,10050323,0
28-VIC,4457,11321144:10008122:10048860,Majestic via Shelbourne,26525,10048860,0
95-VIC,4450,11088342:10008123:10048870,Blink - to Langford,18836,10048870,1
95-VIC,4455,11088342:10008123:10050216,Blink - to Langford,18836,10050216,1
27-VIC,4439,11028348:10008124:10050281,Downtown,36309,10050281,1
24-VIC,4439,11032344:10008125:10048898,Tillicum Ctr via Colville,21694,10048898,1
24-VIC,4444,11032344:10008125:10049949,Tillicum Ctr via Colville,21694,10049949,1
15-VIC,4445,11036518:10008126:10051732,UVic - Fort/Foul Bay Express,19054,10051732,0
31-VIC,4457,11321817:10008128:10049594,Downtown,18859,10049594,1
75-VIC,4461,11261483:10008129:10050375,Downtown - Keating Industrial,18820,10050375,1
55-VIC,4430,11318709:10008130:11025975,William Head via Happy Valley,26324,11025975,1
15-VIC,4430,11316404:10008131:11184599,Esquimalt - Fort/Yates Express,23403,11184599,1
26-VIC,4446,11039914:10008132:10052202,UVic via Tillicum/McKenzie,31720,10052202,0
14-VIC,4459,11324583:10008133:10051273,Vic General via Craigflower,40195,10051273,1
15-VIC,4445,11036532:10008136:10796250,Esquimalt - Fort/Yates Express,23403,10796250,1
6B-VIC,4450,11085249:10008137:10051176,Royal Oak Exch via Chatterton,21740,10051176,0
6B-VIC,4455,11085249:10008137:10051769,Royal Oak Exch via Chatterton,21740,10051769,0
75-VIC,4460,11328965:10008140:10051792,Saanichton Exch via Keating Industrial,18912,10051792,0
88-VIC,4461,11262103:10008141:10050635,Sidney,19277,10050635,0
27-VIC,4460,11328580:10008142:10050484,Gordon Head via Shelbourne,26178,10050484,0
28-VIC,4444,11028189:10008143:10051658,Majestic via Shelbourne,26525,10051658,0
28-VIC,4439,11028189:10008143:10051808,Majestic via Shelbourne,26525,10051808,0
61-VIC,4461,11260765:10008144:10050475,Sooke,39808,10050475,1
88-VIC,4457,11322384:10008146:10051754,Sidney,19277,10051754,0
61-VIC,4462,11332261:10008147:10049738,Langford Exch,19003,10049738,0
3-VIC,4455,11085756:10008148:10050860,Royal Jubilee via Quimper Loop,19489,10050860,1
3-VIC,4450,11085756:10008148:10051552,Royal Jubilee via Quimper Loop,19489,10051552,1
4-VIC,4444,11001356:10008150:10049749,Downtown via Hillside,26927,10049749,1
4-VIC,4439,11001356:10008150:10050817,Downtown via Hillside,26927,10050817,1
31-VIC,4459,11324266:10008151:10050739,Downtown,18859,10050739,1
70-VIC,4445,11035403:10008152:10796003,Downtown via Hwy 17,18849,10796003,1
6-VIC,4445,11036192:10008153:10050347,Royal Oak Exch via Royal Oak Ctr,18715,10050347,0
95-VIC,4459,11323782:10008154:10051463,Blink - to Downtown,18717,10051463,0
22-VIC,4462,11333677:10008155:10051085,to Downtown only via Hastings,19316,10051085,1
5-VIC,4457,11321332:10008156:10052809,Willows,23383,10052809,0
14-VIC,4459,11324569:10008157:10051388,UVic via Richmond,26515,10051388,0
31-VIC,4445,11036454:10008159:10050845,Royal Oak Exch via Glanford,18743,10050845,0
95-VIC,4445,11035479:10008160:10049663,Blink - to Langford,18836,10049663,1
27-VIC,4430,11317263:10008161:10051312,Gordon Head via Shelbourne,26178,10051312,0
26-VIC,4445,11036765:10008165:10049809,Dockyard via McKenzie/Tillicum,40061,10049809,1
4-VIC,4445,11036241:10008166:11184070,Downtown via Hillside,26927,11184070,1
49-VIC,4457,11322849:10008174:10052162,Skirt Mountain via Florence Lake,40397,10052162,0
26-VIC,4457,11322233:10008176:10049420,Dockyard via McKenzie/Tillicum,40061,10049420,1
4-VIC,4455,11087810:10008178:11183970,Downtown via Hillside,26927,11183970,1
22-VIC,4445,11037271:10008181:11184306,Vic General via Hastings,36320,11184306,0
21-VIC,4450,11086824:10008182:11183959,Downtown - to 7 UVic,23429,11183959,1
21-VIC,4455,11086824:10008182:11184468,Downtown - to 7 UVic,23429,11184468,1
88-VIC,4462,11333335:10008187:10049698,Airport,18544,10049698,1
61-VIC,4445,11035636:10008194:10052058,Langford Exch,19003,10052058,0
6A-VIC,4446,11039350:10008196:10049671,Downtown via Emily Carr,21741,10049671,1
54-VIC,4462,11333868:10008199:11026017,William Head via Metchosin,39894,11026017,1
14-VIC,4445,11036731:10008203:10048854,UVic via Richmond,26515,10048854,0
10-VIC,4455,11085722:10008205:10050837,Royal Jubilee via Vic West,18521,10050837,0
10-VIC,4450,11085722:10008205:10051426,Royal Jubilee via Vic West,18521,10051426,0
32-VIC,4462,11333451:10008207:11184170,Cordova Bay,18608,11184170,0
63-VIC,4439,11033079:10008210:10049171,Otter Point,19289,10049171,1
63-VIC,4444,11033079:10008210:10052094,Otter Point,19289,10052094,1
35-VIC,4430,11319810:10008212:10050802,Ridge,18492,10050802,0
95-VIC,4446,11038822:10008216:10049243,Blink - to Downtown,18717,10049243,0
24-VIC,4461,11261115:10008218:10049202,Tillicum Ctr via Colville,21694,10049202,1
28-VIC,4460,11328687:10008220:11184554,Downtown,36290,11184554,1
61-VIC,3240,11313475:10008222:10050396,Sooke,39808,10050396,1
31-VIC,4445,11036499:10008223:10050155,to Gorge only,18734,10050155,1
21-VIC,4444,11028489:10008224:11183742,Interurban to VI Tech Park,18452,11183742,0
21-VIC,4439,11028489:10008224:11183839,Interurban to VI Tech Park,18452,11183839,0
57-VIC,4439,11033215:10008225:10052150,Thetis Heights via McCallum,22957,10052150,0
57-VIC,4444,11033215:10008225:10052158,Thetis Heights via McCallum,22957,10052158,0
95-VIC,4445,11035546:10008226:10050345,Blink - to Downtown,18717,10050345,0
72-VIC,4459,11315872:10008229:10050242,Downtown via Saanichton,18716,10050242,1
3-VIC,3240,11314613:10008230:10052043,Royal Jubilee via Quimper Loop,19489,10052043,1
28-VIC,4439,11028301:10008231:10049363,Majestic via Shelbourne,26525,10049363,0
28-VIC,4444,11028301:10008231:10052495,Majestic via Shelbourne,26525,10052495,0
57-VIC,4439,11033256:10008232:10052150,Langford Exch via McCallum,40271,10052150,1
57-VIC,4444,11033256:10008232:10052158,Langford Exch via McCallum,40271,10052158,1
57-VIC,4439,11033220:10008239:10049881,Thetis Heights via McCallum,22957,10049881,0
57-VIC,4444,11033220:10008239:10051124,Thetis Heights via McCallum,22957,10051124,0
27-VIC,4444,11028008:10008240:10051319,Gordon Head via Shelbourne,26178,10051319,0
27-VIC,4439,11028008:10008240:10051982,Gordon Head via Shelbourne,26178,10051982,0
15-VIC,4430,11316618:10008241:11184016,Esquimalt - Fort/Yates Express,23403,11184016,1
6B-VIC,4450,11085326:10008242:11183958,Royal Oak Exch via Chatterton,21740,11183958,0
6B-VIC,4455,11085326:10008242:11184169,Royal Oak Exch via Chatterton,21740,11184169,0
6-VIC,4445,11036044:10008243:10052069,Downtown,18962,10052069,1
72-VIC,4459,11315792:10008244:10796275,Swartz Bay Ferry via Saanichton,18512,10796275,0
4-VIC,4460,11329113:10008245:11184417,UVic via Hillside,18645,11184417,0
26-VIC,4430,11316200:10008249:10051305,UVic via Tillicum/McKenzie,31720,10051305,0
70X-VIC,4455,11320837:10008250:10052283,Express to Victoria,37822,10052283,1
7N-VIC,4462,11333689:10008253:11184700,UVic via Cook St Village,21703,11184700,1
6-VIC,4450,11085260:10008254:10050079,Downtown,18962,10050079,1
6-VIC,4455,11085260:10008254:10050150,Downtown,18962,10050150,1
28-VIC,4430,11317155:10008257:10052072,Downtown,36290,10052072,1
15-VIC,4455,11087971:10008258:10050158,Esquimalt - Fort/Yates Express,23403,10050158,1
15-VIC,4450,11087971:10008258:10050228,Esquimalt - Fort/Yates Express,23403,10050228,1
25-VIC,4430,11318988:10008259:10052718,Tillicum Ctr via Munro,26113,10052718,1
2-VIC,4445,11035909:10008263:10051652,James Bay - Fisherman's Wharf,19106,10051652,1
55-VIC,4457,11322889:10008265:10049790,William Head via Happy Valley,26324,10049790,1
2-VIC,4459,11324056:10008267:10050018,to Downtown only,18991,10050018,0
95-VIC,4445,11035469:10008270:10052685,Blink - to Downtown,18717,10052685,0
95-VIC,4459,11323780:10008272:10051463,Blink - to Downtown,18717,10051463,0
60-VIC,4462,11333878:10008274:10048861,Langford Exch via Lagoon,19362,10048861,0
61-VIC,4445,11035598:10008278:10051435,Sooke,39808,10051435,1
6-VIC,4461,11261297:10008281:10051233,Royal Oak Exch via Royal Oak Ctr,18715,10051233,0
14-VIC,4445,11036704:10008287:11183755,UVic via Richmond,26515,11183755,0
52-VIC,3240,11314788:10008288:10050386,Bear Mountain via Millstream,40065,10050386,1
2-VIC,4460,11328710:10008291:10050262,South Oak Bay,23427,10050262,0
15-VIC,4445,11036671:10008292:10052647,Esquimalt - Fort/Yates Express,23403,10052647,1
2-VIC,4445,11035961:10008293:10052894,James Bay - Fisherman's Wharf,36544,10052894,1
6A-VIC,4459,11324202:10008294:10050416,Royal Oak Exch via Emily Carr,21583,10050416,0
3-VIC,4430,11318470:10008296:10052755,Royal Jubilee via Quimper Loop,19489,10052755,1
14-VIC,4439,11046125:10008298:10050304,Vic General via Craigflower,40195,10050304,1
14-VIC,4444,11046125:10008298:10050737,Vic General via Craigflower,40195,10050737,1
95-VIC,4457,11320891:10008299:10049313,Blink - to Langford,18836,10049313,1
6-VIC,4460,11328886:10008300:10049077,Downtown,18962,10049077,1
5-VIC,4455,11084932:10008302:10048909,James Bay - Fisherman's Wharf,36285,10048909,1
5-VIC,4450,11084932:10008302:10049982,James Bay - Fisherman's Wharf,36285,10049982,1
21-VIC,4459,11325120:10008304:11183826,Interurban to Camosun only,23380,11183826,0
60-VIC,4460,11330094:10008306:10049039,Langford Exch via Lagoon,19362,10049039,0
61-VIC,4457,11321069:10008307:10049537,Sooke,39808,10049537,1
52-VIC,4457,11322640:10008310:10051054,Bear Mountain via Millstream,40065,10051054,1
39-VIC,4461,11262175:10008311:11183739,UVic via Royal Oak,19305,11183739,0
31-VIC,4439,11032467:10008314:10049492,Royal Oak Exch via Glanford,18743,10049492,0
31-VIC,4444,11032467:10008314:10049848,Royal Oak Exch via Glanford,18743,10049848,0
3-VIC,4444,11027762:10008316:10050976,Royal Jubilee,19664,10050976,1
3-VIC,4439,11027762:10008316:10052793,Royal Jubilee,19664,10052793,1
88-VIC,3240,11314543:10008318:10050100,Sidney,19277,10050100,0
14-VIC,4457,11322151:10008319:10049493,Vic General via Craigflower,40195,10049493,1
25-VIC,4430,11318986:10008320:10049053,Tillicum Ctr via Munro,26113,10049053,1
28-VIC,4461,11260923:10008321:10049532,Downtown,36290,10049532,1
95-VIC,4446,11038796:10008322:10049243,Blink - to Langford,18836,10049243,1
4-VIC,4430,11316218:10008328:10049309,Downtown via Hillside,26927,10049309,1
31-VIC,4430,11319166:10008331:10050948,Royal Oak Exch via Glanford,18743,10050948,0
6-VIC,4462,11332646:10008333:10052568,Downtown,18962,10052568,1
26-VIC,4462,11333174:10008334:10052204,Dockyard via McKenzie/Tillicum,40061,10052204,1
30-VIC,4455,11084802:10008337:10051523,Royal Oak Exch via Carey,18634,10051523,0
30-VIC,4450,11084802:10008337:10052290,Royal Oak Exch via Carey,18634,10052290,0
3-VIC,4446,11040247:10008338:10049613,James Bay via Quimper Loop,21590,10049613,0
5-VIC,3240,11313706:10008340:10050175,James Bay - Fisherman's Wharf,36285,10050175,1
30-VIC,4457,11321800:10008342:10049594,Royal Oak Exch via Carey,18634,10049594,0
75-VIC,4445,11036399:10008343:10052047,Saanichton Exch via Keating Industrial,18912,10052047,0
60-VIC,4430,11318551:10008344:11025975,Langford Exch via Lagoon,19362,11025975,0
72-VIC,4446,11038731:10008349:10795916,Swartz Bay Ferry via Saanichton,18512,10795916,0
2-VIC,4445,11035971:10008354:10052894,to Downtown only,18991,10052894,0
3-VIC,4444,11027734:10008355:10048907,Royal Jubilee,19664,10048907,1
3-VIC,4439,11027734:10008355:10051922,Royal Jubilee,19664,10051922,1
8-VIC,4462,11332322:10008356:10051466,Tillicum Ctr via Finlayson,26916,10051466,1
6-VIC,4461,11261250:10008358:10052106,Downtown,18962,10052106,1
6A-VIC,4439,11064796:10008359:10049149,Downtown via Emily Carr,21741,10049149,1
6A-VIC,4444,11064796:10008359:10050534,Downtown via Emily Carr,21741,10050534,1
15-VIC,4457,11322124:10008363:10049818,Esquimalt - Fort/Yates Express,23403,10049818,1
95-VIC,4460,11328455:10008365:10049872,Blink - to Langford,18836,10049872,1
26-VIC,4445,11036829:10008368:10049011,Dockyard via McKenzie/Tillicum,40061,10049011,1
2-VIC,3240,11313666:10008369:10051120,South Oak Bay,23427,10051120,0
26-VIC,3240,11314427:10008371:11184041,UVic via Tillicum/McKenzie,31720,11184041,0
55-VIC,4444,11033293:10008374:10049524,William Head via Happy Valley,26324,10049524,1
55-VIC,4439,11033293:10008374:10050194,William Head via Happy Valley,26324,10050194,1
15-VIC,4430,11316459:10008375:10051399,Esquimalt - Fort/Yates Express,23403,10051399,1
28-VIC,4457,11321190:10008376:10050086,Majestic via Shelbourne,26525,10050086,0
4-VIC,4455,11087693:10008383:10049857,UVic via Hillside,18645,10049857,0
4-VIC,4450,11087693:10008383:10052736,UVic via Hillside,18645,10052736,0
5-VIC,4457,11321345:10008384:10052809,Willows,23383,10052809,0
27-VIC,4459,11323994:10008385:10050854,Gordon Head via Shelbourne,26178,10050854,0
39-VIC,4446,11040397:10008388:11184303,UVic via Royal Oak,19305,11184303,0
26-VIC,4459,11324744:10008393:10051388,Dockyard via McKenzie/Tillicum,40061,10051388,1
30-VIC,4461,11261510:10008395:11183791,Downtown,18838,11183791,1
95-VIC,4446,11038908:10008396:10049243,Blink - to Langford,18836,10049243,1
55-VIC,3240,11315075:10008398:10049168,Langford Exch via Happy Valley,26068,10049168,0
15-VIC,4461,11261802:10008400:10049398,UVic - Fort/Foul Bay Express,19054,10049398,0
10-VIC,4460,11329609:10008404:10051350,James Bay via Vic West,18701,10051350,1
22-VIC,4446,11040406:10008405:10049643,Hillside Ctr via Hastings,19096,10049643,1
6-VIC,4462,11332628:10008407:10052431,Downtown,18962,10052431,1
22-VIC,4462,11333531:10008408:10052679,Hillside Ctr via Hastings,19096,10052679,1
15-VIC,4430,11316337:10008409:10051269,Esquimalt - Fort/Yates Express,23403,10051269,1
26-VIC,4446,11039867:10008411:10051882,UVic via Tillicum/McKenzie,31720,10051882,0
6A-VIC,4446,11039378:10008413:11184506,Royal Oak Exch via Emily Carr,21583,11184506,0
26-VIC,4430,11316501:10008415:10049725,Dockyard via McKenzie/Tillicum,40061,10049725,1
54-VIC,4459,11325361:10008416:10049560,William Head via Metchosin,39894,10049560,1
52-VIC,4461,11262206:10008420:10052681,Colwood Exch via Royal Bay,26436,10052681,0
8-VIC,4455,11086470:10008421:10050867,Interurban via Finlayson,26945,10050867,1
8-VIC,4450,11086470:10008421:10050925,Interurban via Finlayson,26945,10050925,1
88-VIC,4445,11036979:10008423:10050885,Airport,18544,10050885,1
6A-VIC,4457,11321557:10008424:10050890,Royal Oak Exch via Emily Carr,21583,10050890,0
6-VIC,4444,11064899:10008425:10049347,Downtown,18962,10049347,1
8-VIC,4450,11086443:10008426:10050168,Oak Bay via Finlayson,26940,10050168,0
8-VIC,4455,11086443:10008426:10052838,Oak Bay via Finlayson,26940,10052838,0
25-VIC,4450,11084895:10008428:10052048,Maplewood via Cook North,34583,10052048,0
25-VIC,4455,11084895:10008428:10052910,Maplewood via Cook North,34583,10052910,0
39-VIC,3240,11314655:10008429:11183950,UVic via Royal Oak,19305,11183950,0
14-VIC,4439,11046100:10008432:11183855,to Downtown only,40008,11183855,1
14-VIC,4444,11046100:10008432:11184215,to Downtown only,40008,11184215,1
58-VIC,4460,11330068:10008433:10051051,Langford Exch via Westhills,18751,10051051,0
57-VIC,4457,11322903:10008434:10052131,Thetis Heights via McCallum,22957,10052131,0
61-VIC,4455,11087600:10008436:11026046,Sooke,39808,11026046,1
61-VIC,4450,11087600:10008436:11026123,Sooke,39808,11026123,1
31-VIC,4459,11324404:10008438:10052887,Downtown,18859,10052887,1
27-VIC,4462,11332345:10008440:10050127,Downtown,36309,10050127,1
95-VIC,4461,11260609:10008441:10050750,Blink - to Langford,18836,10050750,1
21-VIC,4446,11040592:10008443:11183834,Downtown - to 7 UVic,23385,11183834,1
5-VIC,3240,11313654:10008444:11183814,Willows,23383,11183814,0
31-VIC,3240,11313935:10008445:10050178,Royal Oak Exch via Glanford,18743,10050178,0
4-VIC,4460,11329179:10008446:11184271,Downtown via Hillside,26927,11184271,1
22-VIC,3240,11314730:10008451:10049835,Hillside Ctr via Hastings,19096,10049835,1
6-VIC,4461,11261312:10008453:10051233,Downtown,18962,10051233,1
61-VIC,4462,11332275:10008457:10052568,Langford Exch,19003,10052568,0
15-VIC,4460,11329322:10008458:11184608,UVic - Fort/Foul Bay Express,19054,11184608,0
83-VIC,4444,11027607:10008461:10050480,Sidney via West Saanich,19128,10050480,0
83-VIC,4439,11027607:10008461:10052132,Sidney via West Saanich,19128,10052132,0
31-VIC,4459,11324315:10008462:10795667,Downtown,18859,10795667,1
95-VIC,4455,11088333:10008463:10049135,Blink - to Downtown,18717,10049135,0
95-VIC,4450,11088333:10008463:10049571,Blink - to Downtown,18717,10049571,0
14-VIC,4430,11318035:10008468:10051372,Vic General via Craigflower,40195,10051372,1
22A-VIC,4455,11086871:10008470:10049182,Vic General via Straw Vale,36472,10049182,0
22A-VIC,4450,11086871:10008470:10049357,Vic General via Straw Vale,36472,10049357,0
21-VIC,4460,11329872:10008471:11184117,Downtown - to 7 UVic,23385,11184117,1
4-VIC,4430,11316290:10008472:10050014,UVic via Hillside,18645,10050014,0
30-VIC,4460,11329089:10008473:10052218,Royal Oak Exch via Carey,18634,10052218,0
8-VIC,4457,11321297:10008474:10051144,Tillicum Ctr via Finlayson,26916,10051144,1
81-VIC,4462,11333332:10008475:10051655,Brentwood via Lochside,26378,10051655,1
31-VIC,4462,11332835:10008476:10051478,Downtown,18859,10051478,1
14-VIC,4459,11324566:10008478:11184231,UVic via Richmond,26515,11184231,0
8-VIC,4445,11035855:10008480:10052588,Oak Bay via Finlayson,26943,10052588,0
26-VIC,3240,11314425:10008483:10051023,UVic via Tillicum/McKenzie,31720,10051023,0
57-VIC,4446,11041163:10008484:10051204,Thetis Heights via McCallum,22957,10051204,0
83-VIC,4446,11040022:10008485:10049012,Sidney via West Saanich,19128,10049012,0
21-VIC,4460,11329736:10008486:11184343,Downtown - to 7 UVic,23385,11184343,1
31-VIC,3240,11314044:10008487:10050178,Downtown,18859,10050178,1
61-VIC,4445,11035600:10008489:10052371,Sooke,39808,10052371,1
39-VIC,4445,11037481:10008490:11183782,to Royal Oak Exch only,18868,11183782,1
75-VIC,4430,11319145:10008491:10050948,Downtown - Keating Industrial,18820,10050948,1
15-VIC,4450,11087840:10008492:11183775,UVic - Fort/Foul Bay Express,19054,11183775,0
15-VIC,4455,11087840:10008492:11184288,UVic - Fort/Foul Bay Express,19054,11184288,0
28-VIC,4461,11260818:10008495:10052272,Majestic via Shelbourne,26525,10052272,0
22-VIC,4457,11322719:10008499:11184317,Vic General via Hastings,36320,11184317,0
52-VIC,4450,11085623:10008502:10051916,Colwood Exch via Royal Bay,40296,10051916,0
57-VIC,4459,11325311:10008507:10050548,Thetis Heights via McCallum,22957,10050548,0
14-VIC,4439,11046027:10008509:10050304,UVic via Richmond,26515,10050304,0
14-VIC,4444,11046027:10008509:10050737,UVic via Richmond,26515,10050737,0
95-VIC,4445,11035470:10008510:10051668,Blink - to Langford,18836,10051668,1
22-VIC,4461,11262420:10008512:10051789,Vic General via Hastings,36320,10051789,0
81-VIC,4439,11027554:10008513:10049348,Brentwood via Lochside,26378,10049348,1
81-VIC,4444,11027554:10008513:10050728,Brentwood via Lochside,26378,10050728,1
26-VIC,4462,11333237:10008515:11184710,Dockyard via McKenzie/Tillicum,40061,11184710,1
14-VIC,4444,11046053:10008516:10050564,Vic General via Craigflower,40195,10050564,1
14-VIC,4439,11046053:10008516:10052669,Vic General via Craigflower,40195,10052669,1
7N-VIC,4455,11086620:10008519:11183922,UVic via Cook St Village,21703,11183922,1
7N-VIC,4450,11086620:10008519:11184036,UVic via Cook St Village,21703,11184036,1
95-VIC,4445,11035473:10008520:10050520,Blink - to Downtown,18717,10050520,0
